Episod,Title,Day,Month,Year,Rate,link
699,Kedakaki Ichizoku! Doflamingo no Shoutai!,28,6,2015,9.1,https://www.imdb.com//title/tt4768024
700,Kyuukyoku no Chikara: Op-Op no Jitsu no Himitsu!,5,7,2015,8.9,https://www.imdb.com//title/tt4768038
701,Kanashiki Kioku: Shiroi Machi no Shounen Law!,12,7,2015,9.2,https://www.imdb.com//title/tt4845782
702,Tenryuubito! Doffy no Souzetsu Naru Kako,19,7,2015,9.2,https://www.imdb.com//title/tt4845784
703,Kunan no Michi: Law to Corazon Inochi no Tabi,2,8,2015,9.3,https://www.imdb.com//title/tt4845792
704,Toki Sameru! Op-Op no Mi o Ubae!,9,8,2015,9.2,https://www.imdb.com//title/tt4845794
705,Kakugo no Toki: Corazon Wakare no Egao!,16,8,2015,9.3,https://www.imdb.com//title/tt4927308
706,Yuke Law: Yasashiki Otoko Saigo no Tatakai!,23,8,2015,9.6,https://www.imdb.com//title/tt4927314
707,Jiyuu e! Law Injection Shot Sakuretsu,30,8,2015,8.3,https://www.imdb.com//title/tt4927318
708,Atsuki Tatakai: Law vs Doflamingo,6,9,2015,9.1,https://www.imdb.com//title/tt4927320
709,Kanbu Kessen: Hokori Takaki Hajrudin,13,9,2015,7.8,https://www.imdb.com//title/tt5008594
710,Ai no Kessen: Shintouryou Sai tai Baby 5,20,9,2015,8.1,https://www.imdb.com//title/tt5021128
711,Otoko no Iji: Bellamy Saigo no Totsugeki!,27,9,2015,7.8,https://www.imdb.com//title/tt5021132
712,Shippuudotou: Hakuba tai Dellinger,4,10,2015,8.3,https://www.imdb.com//title/tt5021134
713,Baribari: Homage Shinken Hatsudou!,11,10,2015,8.6,https://www.imdb.com//title/tt5084370
714,Iyashi no Hime: Mansherry o Sukue!,18,10,2015,7.6,https://www.imdb.com//title/tt5097830
715,Otoko no Kettou: Senor Ai no Banka,25,10,2015,9.1,https://www.imdb.com//title/tt5097834
716,Shi no Hoshikuzu: Diamante Moukou no Arashi,1,11,2015,8.8,https://www.imdb.com//title/tt5097844
717,Trueno Bastardo: Kyros Ikari no Ichigeki,8,11,2015,8.6,https://www.imdb.com//title/tt5098326
718,Daichi Oudan: Kyozou Pica Kishuu Sakusen!,15,11,2015,8.3,https://www.imdb.com//title/tt5185940
719,Kuuchuu Kessen: Zoro Shin Hissastsu Ougi Sakuretsu!,22,11,2015,9.4,https://www.imdb.com//title/tt5191382
720,Abayo! Bellamy Wakare no Ichigeki!,29,11,2015,9.0,https://www.imdb.com//title/tt5191384
721,Law Shisu: Luffy Fundo no Moukougeki!,6,12,2015,9.1,https://www.imdb.com//title/tt5191394
722,Shuunen no Yaiba: Gyakushuu no Gamma Knife!,13,12,2015,9.2,https://www.imdb.com//title/tt5256704
723,Haki Gekitotsu: Luffy tai Doflamingo,20,12,2015,9.4,https://www.imdb.com//title/tt5261554
724,Kougeki Funou: Trebol Shougeki no Himitsu,27,12,2015,9.0,https://www.imdb.com//title/tt5261558
725,Ikari Bakuhatsu: Ore ga Zenbu Hikiukeru,10,1,2016,9.3,https://www.imdb.com//title/tt5276048
726,Gear Fourth! Kyoui no Bounce Man!,17,1,2016,9.6,https://www.imdb.com//title/tt5326246
727,Daigyakushuu! Doflamingo no Kakusei!,24,1,2016,8.8,https://www.imdb.com//title/tt5326252
728,Luffy! Konshin no Leo Bazooka,31,1,2016,9.2,https://www.imdb.com//title/tt5326256
729,Kaen Ryuuou: Luffy no Inochi o Mamorinuke,14,2,2016,8.7,https://www.imdb.com//title/tt5326268
730,Kiseki no Namida: Mansherry no Tatakai!,21,2,2016,7.8,https://www.imdb.com//title/tt5446554
731,Inochi no Kagiri: Shi no Tori Kago o Tomero!,28,2,2016,7.6,https://www.imdb.com//title/tt5456994
732,Sei ka Shi ka: Unmei no Countdown,6,3,2016,8.0,https://www.imdb.com//title/tt5456996
733,Ten o Utsu: Luffy Ikari no King Kong Gun,20,3,2016,9.4,https://www.imdb.com//title/tt5457002
734,Jiyuu e! Yorokobi no Dressrosa!,27,3,2016,7.7,https://www.imdb.com//title/tt5542688
735,Zendaimimon: Taishou Fujitora Shougeki no Ketsudan!,3,4,2016,8.4,https://www.imdb.com//title/tt5542692
736,Gekishin Hashiru: Ugokidasu Saiaku no Sedai!,10,4,2016,9.0,https://www.imdb.com//title/tt5542696
737,Densetsu Tanjou: Kakumei Senshi Sabo no Bouken!,17,4,2016,8.7,https://www.imdb.com//title/tt5620774
738,Kyoudai no Kizuna: Luffy Sabo Saikai Hiwa,24,4,2016,9.0,https://www.imdb.com//title/tt5620780
739,Saikyou no Seibutsu: Yonkou - Hyakujuu no Kaidou,1,5,2016,9.1,https://www.imdb.com//title/tt5620782
740,Fujitora Ugoku: Mugiwara no Ichimi Kanzen Houimou,8,5,2016,7.8,https://www.imdb.com//title/tt5620790
741,Hijoujitai: Sarawareta Rebecca!,15,5,2016,7.7,https://www.imdb.com//title/tt5713490
742,Oyako no Kizuna: Kyros to Rebecca!,22,5,2016,7.7,https://www.imdb.com//title/tt5721750
743,Otoko no Iji: Luffy tai Fujitora Makkou Shoubu,29,5,2016,9.1,https://www.imdb.com//title/tt5721754
744,Nigeba Nashi: Taishou Fujitora Hijou no Tsuigeki!,5,6,2016,9.2,https://www.imdb.com//title/tt5721756
745,Kobun no Sakazuki: Kessei! Mugiwara Daisendan!,12,6,2016,9.1,https://www.imdb.com//title/tt5785298
746,Gun'yuukakyo: Arekuruu Shinsekai no Kaibutsu-tachi,19,6,2016,8.7,https://www.imdb.com//title/tt5814288
747,Gin no Yousai: Luffy to Barto Daibouken,26,6,2016,6.4,https://www.imdb.com//title/tt5814294
748,Chika Meikyuu: Luffy tai Torokko Ningen,3,7,2016,6.2,https://www.imdb.com//title/tt5814298
749,Kengi Hakunetsu: Law Zoro Tsui ni Kenzan!,10,7,2016,6.3,https://www.imdb.com//title/tt5872360
750,Zettaizetsumei: Luffy Kyokugen no Shakunetsu Kessen,17,7,2016,6.4,https://www.imdb.com//title/tt5872364
751,"Bouken Kaimaku: Maboroshi no Shima ""Zou"" Touchaku!",31,7,2016,7.1,https://www.imdb.com//title/tt5872366
752,Shin Shichi Bukai: Densetsu Shirohige no Musuko Toujou,7,8,2016,7.7,https://www.imdb.com//title/tt5872370
753,Kesshi no Tozou: Kyozou no Se no Daibouken!,21,8,2016,7.4,https://www.imdb.com//title/tt5974144
754,Sentou Kaishi: Luffy vs Mink-zoku!,28,8,2016,7.5,https://www.imdb.com//title/tt5974146
755,Garchuu! Mugiwara no Ichimi Saishuuketsu,4,9,2016,7.5,https://www.imdb.com//title/tt5974154
756,Hangeki Kaishi: Guruwara no Ichimi Daikatsuyaku!,11,9,2016,7.5,https://www.imdb.com//title/tt6045346
757,Kyoui Shuurai: Hyakujuu Kaizokudan Jack!,25,9,2016,7.5,https://www.imdb.com//title/tt6089402
758,Hiru no Ou: Inuarashi Koushaku Toujou!,2,10,2016,7.4,https://www.imdb.com//title/tt6089406
759,Yoru no Ou: Nekomamushi no Danna Kenzan,9,10,2016,7.8,https://www.imdb.com//title/tt6089412
760,Shuto Kaimetsu: Guruware no Ichimi Jouriku!,16,10,2016,7.8,https://www.imdb.com//title/tt6137030
761,Limit Semaru: Mink-zoku to Ichimi no Kizuna!,23,10,2016,7.6,https://www.imdb.com//title/tt6137036
762,Akudou Kikyou: Yonkou Big Mom no Shikaku,30,10,2016,7.9,https://www.imdb.com//title/tt6137050
763,Shissou no Shinjitsu: Sanji Kyougaku no Shoutaijou,6,11,2016,8.4,https://www.imdb.com//title/tt6137052
764,Yarou Domo e: Sanji Wakare no Okitegami,13,11,2016,8.5,https://www.imdb.com//title/tt6240342
765,Nekomamushi no Danna ni Ai ni Ikou,20,11,2016,7.2,https://www.imdb.com//title/tt6240350
766,Luffy Ketsudan: Sanji Dattai no Kiki!,27,11,2016,7.7,https://www.imdb.com//title/tt6278094
767,Isshokusokuhatsu: Inu to Neko to Samurai!,4,12,2016,9.1,https://www.imdb.com//title/tt6299816
768,Sanninme! Ninja Kiri no Raizou Toujou,11,12,2016,7.8,https://www.imdb.com//title/tt6323758
769,"Akai Ishi! ""One Piece"" e no Michishirube",18,12,2016,8.7,https://www.imdb.com//title/tt6381252
770,Wano Kuni no Himitsu: Kouzuki-ke to Rekishi no Ponegliffs,25,12,2016,9.1,https://www.imdb.com//title/tt6381258
771,Okoto no Chikai: Luffy to Kouzuki Momonosuke,8,1,2017,8.1,https://www.imdb.com//title/tt6381264
772,Densetsu no Koukai: Inu to Neko to Kaizokuou!,15,1,2017,7.9,https://www.imdb.com//title/tt6427244
773,Akumu Futatabi: Fujimi no Jack Kyoushuu,22,1,2017,7.9,https://www.imdb.com//title/tt6446554
774,Zou Boueisen: Luffy to Zunesha!,29,1,2017,8.0,https://www.imdb.com//title/tt6446566
775,Zunesha o Sukue: Mugiwara Rescue Daisakusen!,5,2,2017,7.2,https://www.imdb.com//title/tt6446584
776,Wakare no Gezou: Sanji Dakkan no Funade!,12,2,2017,7.5,https://www.imdb.com//title/tt6529904
777,Reverie e: Oujo Vivi to Shirahoshi-hime,19,2,2017,7.0,https://www.imdb.com//title/tt6529910
778,Reverie e: Rebecca to Sakura Oukoku,26,2,2017,7.1,https://www.imdb.com//title/tt6579678
779,Kaidou Futatabi: Kyoui Semaru Saiaku no Sedai!,5,3,2017,7.7,https://www.imdb.com//title/tt6579680
780,Harapeko Sensen: Luffy to Kaigun Rookie!,19,3,2017,6.8,https://www.imdb.com//title/tt6669630
781,Shuunen no 3 Nin: Mugiwara Ichimi Dai Chase!,26,3,2017,6.8,https://www.imdb.com//title/tt6669634
782,Akuma no Kobushi: Kessen! Luffy tai Grant,2,4,2017,7.0,https://www.imdb.com//title/tt6729076
783,Sanji Kikyou: Big Mom no Nawabari e!,9,4,2017,7.6,https://www.imdb.com//title/tt6759860
784,Rei to Yon: Souguu! Germa Double Six,16,4,2017,7.6,https://www.imdb.com//title/tt6759868
785,Moudoku no Kiki: Luffy to Reiju!,23,4,2017,8.4,https://www.imdb.com//title/tt6787274
786,Totto Land! Yonkou Big Mom Toujou,30,4,2017,7.9,https://www.imdb.com//title/tt6812406
787,Yonkou no Musume: Sanji no Fiancee Purin,7,5,2017,7.7,https://www.imdb.com//title/tt6839796
788,Dai Shingeki! Kui Wazurai no Mom,14,5,2017,7.5,https://www.imdb.com//title/tt6888542
789,Shuto Houkai!? Big Mom to Jinbee,21,5,2017,7.8,https://www.imdb.com//title/tt6888546
790,Yonkou No Shiro: Whole Cake Island Touchaku,28,5,2017,7.7,https://www.imdb.com//title/tt6888548
791,Okashi na Mori: Luffy tai Luffy!?,4,6,2017,7.3,https://www.imdb.com//title/tt6888552
792,Mom no Shikaku: Luffy to Yuuwaku no Mori!,11,6,2017,7.4,https://www.imdb.com//title/tt6971448
793,Kaiyuu Kokka: Germa no Ou Judge,18,6,2017,8.1,https://www.imdb.com//title/tt7033692
794,Oyako Taiketsu: Judge tai Sanji!,25,6,2017,7.9,https://www.imdb.com//title/tt7033696
795,Kyoudai na Yabou: Big Mom to Caesar,2,7,2017,7.5,https://www.imdb.com//title/tt7033700
796,Tamashii no Kuni: Mom no Osorubeki Nouryoku!,9,7,2017,7.6,https://www.imdb.com//title/tt7033702
797,Daikanbu! Sanshousei Cracker Toujou!,16,7,2017,7.7,https://www.imdb.com//title/tt7146850
798,8 Oku no Teki: Luffy tai Senshu no Cracker,23,7,2017,8.2,https://www.imdb.com//title/tt7146852
799,Zenryoku Shoubu: Gear Fourth tai Bisbis no Chikara,30,7,2017,8.5,https://www.imdb.com//title/tt7146858
800,Ichi to Ni: Shuuketsu! Vinsmoke-ke,6,8,2017,8.5,https://www.imdb.com//title/tt7146860
801,Onjin no Inochi: Sanji to Owner Zeff,13,8,2017,8.2,https://www.imdb.com//title/tt7251872
802,Ikari no Sanji: Germa Double Six no Himitsu,20,8,2017,8.9,https://www.imdb.com//title/tt7329606
803,Suteta Kako: Vinsmoke Sanji,27,8,2017,9.1,https://www.imdb.com//title/tt7329608
804,East Blue e: Sanji Ketsui no Funade,3,9,2017,9.4,https://www.imdb.com//title/tt7329610
805,Genkai Shoubu: Luffy to Mugen Biscuit,17,9,2017,8.9,https://www.imdb.com//title/tt7329612
806,Manpuku no Chikara: Shin Gear Fourth Tan Man!,24,9,2017,9.1,https://www.imdb.com//title/tt7406738
807,Kanashiki Kettou: Luffy tai Sanji (Zenpen),1,10,2017,8.4,https://www.imdb.com//title/tt7406740
808,Kanashiki Kettou: Luffy tai Sanji (Kouhen),1,10,2017,9.7,https://www.imdb.com//title/tt7453430
809,Fukushuu no Arashi: Ikari no Gundan Shuurai!,15,10,2017,9.0,https://www.imdb.com//title/tt7453434
810,Bouken no Owari: Sanji Ketsui no Propose,22,10,2017,9.0,https://www.imdb.com//title/tt7516412
811,Koko de Matsu: Luffy tai Ikari no Gundan,29,10,2017,8.9,https://www.imdb.com//title/tt7570098
812,Chateau Sennyuu: Ubae! Road Ponegliff,5,11,2017,8.9,https://www.imdb.com//title/tt7602572
813,Innnen no Taimen: Luffy to Big Mom!,12,11,2017,8.6,https://www.imdb.com//title/tt7870672
814,Tamashii no Sakebi: Brook & Pedro Dengeki Sakusen,19,11,2017,8.5,https://www.imdb.com//title/tt7653002
815,Sayonara: Purin Namida no Ketsui,26,11,2017,8.9,https://www.imdb.com//title/tt7704306
816,Hidari Me no Innen: Pedro tai Tamago-Danshaku,3,12,2017,9.0,https://www.imdb.com//title/tt7704308
817,Shikemoku: Sanji no Kekkon Zen'ya,10,12,2017,9.5,https://www.imdb.com//title/tt7704314
818,Fukutsu no Soul: Brook tai Big Mom,17,12,2017,9.1,https://www.imdb.com//title/tt7759674
819,Sora no Negai: Germa no Shippaisaku Sanji,24,12,2017,9.1,https://www.imdb.com//title/tt7759676
820,Sanji no Moto e: Luffy Gyakushuu no Dai Gekisou!,7,1,2018,8.9,https://www.imdb.com//title/tt7831824
821,Chateau Douran: Luffy Yakusoku no Basho e,14,1,2018,8.5,https://www.imdb.com//title/tt7863914
822,Wakare no Ketsui: Sanji to Mugiwara Bentou,21,1,2018,7.9,https://www.imdb.com//title/tt7869744
823,Yonkou no Negaeri: Brook Kyuushutsu Daisakusen!,28,1,2018,8.3,https://www.imdb.com//title/tt7901126
824,"The Rendezvous! Luffy, a One-on-One at His Limit!",4,2,2018,8.8,https://www.imdb.com//title/tt7933526
825,A Liar! Luffy and Sanji!!,11,2,2018,9.4,https://www.imdb.com//title/tt7993942
826,Sanji Comes Back! Crash! The Tea Party from Hell!,18,2,2018,8.9,https://www.imdb.com//title/tt7993944
827,A Secret Meeting! Luffy vs. the Fire Tank Pirates!,4,3,2018,7.8,https://www.imdb.com//title/tt8079594
828,The Deadly Pact! Luffy & Bege's Allied Forces!,18,3,2018,8.4,https://www.imdb.com//title/tt8099742
829,Luffy Engages in a Secret Maneuver! The Wedding Full of Conspiracies Starts Soon!,25,3,2018,7.9,https://www.imdb.com//title/tt8191248
830,The Family Gets Together! The Hellish Tea Party Starts!,1,4,2018,8.7,https://www.imdb.com//title/tt8191256
831,The Broken Couple! Sanji and Pudding Enter!,8,4,2018,7.9,https://www.imdb.com//title/tt8238082
832,A Deadly Kiss! The Mission to Assassinate the Emperor Kicks Off!,15,4,2018,9.2,https://www.imdb.com//title/tt8285666
833,Returning the Sake Cup! The Manly Jimbei Pays His Debt!,22,4,2018,9.5,https://www.imdb.com//title/tt8285674
834,The Mission Failed?! The Big Mom Pirates Strike Back!,29,4,2018,9.1,https://www.imdb.com//title/tt8349918
835,"Run, Sanji! SOS! Germa 66!",6,5,2018,9.1,https://www.imdb.com//title/tt8349922
836,Mom's Secret! The Giant's Island Elbaph and a Little Monster!,13,5,2018,8.0,https://www.imdb.com//title/tt8466718
837,The Birth of Mom! The Day That Carmel Vanished!,20,5,2018,8.9,https://www.imdb.com//title/tt8466720
838,The Launcher Blasts! The Moment of Big Mom's Assassination!,27,5,2018,8.1,https://www.imdb.com//title/tt8466722
839,The Evil Army! Transform! Germa 66!,3,6,2018,8.4,https://www.imdb.com//title/tt8513912
840,Cutting the Father-Son Relationship! Sanji and Judge!,10,6,2018,7.9,https://www.imdb.com//title/tt8513916
841,Escape From the Tea Party! Luffy vs. Big Mom!,17,6,2018,8.6,https://www.imdb.com//title/tt8573348
842,"The Execution Begins! Luffy's Allied Forces Are Annihilated?!""",24,6,2018,8.6,https://www.imdb.com//title/tt8573350
843,The Chateau Collapses! The Straw Hat's Great Escape Begins!,1,7,2018,7.8,https://www.imdb.com//title/tt8664290
844,The Spear of Elbaph! Onslaught! The Flying Big Mom!,8,7,2018,7.7,https://www.imdb.com//title/tt8664294
845,Pudding's Determination! Ablaze! The Seducing Woods!,15,7,2018,7.8,https://www.imdb.com//title/tt8705538
846,A Lightning Counterattack! Nami and Zeus the Thundercloud!,22,7,2018,7.8,https://www.imdb.com//title/tt8705540
847,A Coincidental Reunion! Sanji and the Lovestruck Evil Pudding!,29,7,2018,7.8,https://www.imdb.com//title/tt8773158
848,Save the Sunny! Fighting Bravely! Chopper and Brook!,5,8,2018,7.8,https://www.imdb.com//title/tt8773160
849,"Before the Dawn! Pedro, the Captain of the Guardians!",12,8,2018,9.3,https://www.imdb.com//title/tt8799554
850,"I'll Be Back! Luffy, Deadly Departure!",19,8,2018,9.3,https://www.imdb.com//title/tt8832930
851,"The Man with a Bounty of Billion! The Strongest Sweet General, Katakuri!",26,8,2018,8.9,https://www.imdb.com//title/tt8912186
852,A Hard Battle Starts! Luffy vs. Katakuri!,2,9,2018,9.0,https://www.imdb.com//title/tt8912196
853,"The Green Room! An Invincible Helmsman, Jimbei!",16,9,2018,8.5,https://www.imdb.com//title/tt9004952
854,The Threat of the Mole! Luffy's Silent Fight!,23,9,2018,8.9,https://www.imdb.com//title/tt9063584
855,The End of the Deadly Battle?! Katakuri's Awakening in Anger!,30,9,2018,8.6,https://www.imdb.com//title/tt9063588
856,The Forbidden Secret! Katakuri's Merienda!,7,10,2018,9.3,https://www.imdb.com//title/tt9063592
857,Luffy Fights Back! The Invincible Katakuri's Weak Point!,14,10,2018,9.0,https://www.imdb.com//title/tt9162250
858,Another Crisis! Gear Four vs. Unstoppable Donuts!,21,10,2018,7.9,https://www.imdb.com//title/tt9162254
859,"The Rebellious Daughter, Chiffon! Sanji's Big Plan for Transporting the Cake!",28,10,2018,7.5,https://www.imdb.com//title/tt9194484
860,A Man's Way of Life! Bege and Luffy's Determination as Captains,4,11,2018,7.9,https://www.imdb.com//title/tt9233582
861,The Cake Sank?! Sanji and Bege's Getaway Battle!,11,11,2018,7.7,https://www.imdb.com//title/tt9289508
862,Sulong! Carrot's Big Mystic Transformation!,18,11,2018,9.1,https://www.imdb.com//title/tt9289620
863,Break Through! The Straw Hat's Mighty Sea Battle!,25,11,2018,8.1,https://www.imdb.com//title/tt9300406
864,Finally Clash - Yonko VS Straw Hat Crew,9,12,2018,9.0,https://www.imdb.com//title/tt9319948
865,Dark King's Direct Precepts! The Battle Against Katakuri Turns Around!,16,12,2018,8.6,https://www.imdb.com//title/tt9403894
866,"Finally He Returns! Sanji, the Man Who'll Stop the Emperor of the Sea!",23,12,2018,8.0,https://www.imdb.com//title/tt9445424
867,Lurking in the Darkness! An Assassin Targeting Luffy!,6,1,2019,8.5,https://www.imdb.com//title/tt9485050
868,One Man's Determination! Katakuri's Deadly Big Fight!,13,1,2019,9.4,https://www.imdb.com//title/tt9560850
869,Wake Up! The Color of Observation Able to Top the Strongest!,20,1,2019,9.2,https://www.imdb.com//title/tt9603100
870,A Fist of Divine Speed! Another Gear Four Application Activated!,27,1,2019,9.6,https://www.imdb.com//title/tt9632460
871,Finally Concluded - An Outcome of the Fierce Battle with Katakuri,3,2,2019,9.5,https://www.imdb.com//title/tt9632528
872,A Desperate Situation! The Iron-Tight Entrapment of Luffy!,10,2,2019,8.9,https://www.imdb.com//title/tt9710546
873,Pulling Back from the Brink! The Formidable Reinforcements - Germa!,17,2,2019,9.0,https://www.imdb.com//title/tt9772918
874,The Last Hope! The Sun Pirates Emerge!,24,2,2019,8.6,https://www.imdb.com//title/tt9796592
875,A Fascinating Taste - Sanji's Cake of Happiness,3,3,2019,8.6,https://www.imdb.com//title/tt9796630
876,"The Man of Humanity and Justice - Jinbe, a Desperate Massive Ocean Current",17,3,2019,9.0,https://www.imdb.com//title/tt9875652
877,Time for Farewell! Pudding's One Last Request!,24,3,2019,9.4,https://www.imdb.com//title/tt9915898
878,The World in Shock! The Fifth Emperor of the Sea Arrives!,31,3,2019,8.6,https://www.imdb.com//title/tt9915906
879,To the Levely! Gathering of the Straw Hat Allies!,7,4,2019,7.7,https://www.imdb.com//title/tt9915912
880,Sabo Goes into Action! All the Captains of the Revolutionary Army Appear!,14,4,2019,7.8,https://www.imdb.com//title/tt10180876
881,Going into Action! The Implacable New Admiral of the Fleet - Sakazuki,21,4,2019,6.3,https://www.imdb.com//title/tt10241724
882,The Paramount War! The Inherited Will of the King of the Pirates!,28,4,2019,6.5,https://www.imdb.com//title/tt10241728
883,One Step Ahead of the Dream - Shirahoshi's Path to the Sun!,5,5,2019,6.6,https://www.imdb.com//title/tt10241730
884,I Miss Him! Vivi and Rebecca's Sentiments!,12,5,2019,6.6,https://www.imdb.com//title/tt10322754
885,In the Dark Recesses of the Holyland! A Mysterious Giant Straw Hat!,19,5,2019,7.4,https://www.imdb.com//title/tt10322760
886,The Uproarious Holy Land - Princess Shirahoshi is being targeted!,26,5,2019,7.2,https://www.imdb.com//title/tt10322766
887,On the Verge - The Two Yonko Targeting Luffy,2,6,2019,8.2,https://www.imdb.com//title/tt10322768
888,Sabo Gets Angry - Tragedy of the Revolutionary Army Officer Kuma,9,6,2019,7.7,https://www.imdb.com//title/tt10322770
889,"Finally, It Starts! The Conspiracy-filled Reverie!",16,6,2019,7.6,https://www.imdb.com//title/tt10497150
890,Marco! The Keeper of Whitebeard's Last Memento!,23,6,2019,7.3,https://www.imdb.com//title/tt10544152
891,Climbing Up a Waterfall! A Great Journey Through the Land of Wano's Sea Zone!,30,6,2019,8.7,https://www.imdb.com//title/tt10544154
892,Wano Country! To the Land of Dancing Sakura and Samurai,7,7,2019,9.3,https://www.imdb.com//title/tt10544156
893,Otama Appears! Luffy vs. Kaido's Army!,14,7,2019,9.0,https://www.imdb.com//title/tt10636680
894,He'll Come! The Legend of Ace in the Land of Wano!,21,7,2019,9.1,https://www.imdb.com//title/tt10636682
895,"Side Story! The World's Greatest Bounty Hunter, Cidre!",28,7,2019,5.9,https://www.imdb.com//title/tt10712508
896,Side Story! Clash! Luffy vs. the King of Carbonation!,4,8,2019,5.8,https://www.imdb.com//title/tt10712510
897,"Save Otama! Straw Hat, Bounding through the Wasteland!",11,8,2019,8.9,https://www.imdb.com//title/tt10753892
898,The Headliner! Hawkings the Magician Appears!,18,8,2019,8.6,https://www.imdb.com//title/tt10783998
899,Defeat is Inevitable! The Strawman's Fierce Attack!,25,8,2019,9.1,https://www.imdb.com//title/tt10882910
900,The Greatest Day of My Life! Otama and Her Sweet Red-bean Soup!,1,9,2019,8.6,https://www.imdb.com//title/tt10892772
901,Entering Enemy Territory! The Protagonists Spread into the Town of Bakura!,8,9,2019,7.6,https://www.imdb.com//title/tt10892774
902,The Yokozuna Appears! The Invincible Urashima Goes After Okiku!,15,9,2019,7.5,https://www.imdb.com//title/tt10935302
903,A Climactic Sumo Battle! Straw Hat vs. the Strongest Ever Yokozuna!,22,9,2019,7.1,https://www.imdb.com//title/tt10961312
904,Luffy Rages! Rescue Otama from Danger!,29,9,2019,7.0,https://www.imdb.com//title/tt10997062
905,Fighting for Otama! Fight against Holdem!,6,10,2019,8.5,https://www.imdb.com//title/tt10997076
906,Duel! The Magician and the Surgeon of Death!,13,10,2019,8.6,https://www.imdb.com//title/tt11079686
907,Romance Dawn,20,10,2019,6.0,https://www.imdb.com//title/tt11115276
908,The Coming of the Treasure Ship! Luffytaro Returns the Favor!,27,10,2019,8.6,https://www.imdb.com//title/tt11152388
909,Nazo no Bohyo - Oden Joseki de no Saikai!,10,11,2019,9.0,https://www.imdb.com//title/tt11152390
910,A Legendary Samurai! The Man Who Roger Admired!,17,11,2019,9.0,https://www.imdb.com//title/tt11296112
911,Bringing Down the Emperor of the Sea! A Secret Raid Operation Begins!,24,11,2019,8.2,https://www.imdb.com//title/tt11296116
912,"The Strongest Man in the World! Shutenmaru, the Thieves Brigade Chief!",1,12,2019,9.2,https://www.imdb.com//title/tt11296118
913,Everyone is Annihilated! Kaido's Furious Blast Breath!,8,12,2019,9.2,https://www.imdb.com//title/tt11296124
914,Finally Clashing! The Ferocious Luffy vs. Kaido!,15,12,2019,9.5,https://www.imdb.com//title/tt11411938
915,Hakai-teki! Ichigeki Hissatsu no Raimei Hakke!,22,12,2019,9.5,https://www.imdb.com//title/tt11411940
916,Iki-jigoku! Rufi Kutsujoku no Dai Tankutsu-jo,5,1,2020,8.9,https://www.imdb.com//title/tt11411944
917,The Holyland in Tumult! Emperor of the Sea Blackbeard Cackles!,12,1,2020,9.0,https://www.imdb.com//title/tt11559356
918,Ugokidasu - Dato Kaido Daikeikaku!,19,1,2020,8.0,https://www.imdb.com//title/tt11559358
919,Rampage! The Prisoners - Luffy and Kid!,26,1,2020,8.1,https://www.imdb.com//title/tt11638410
920,Dai Hyoban! Sanji no Ohako Soba!,2,2,2020,7.5,https://www.imdb.com//title/tt11638416
921,Goka Kenran - Wano Kuni Ichi no Bijo: Komurasaki,9,2,2020,6.9,https://www.imdb.com//title/tt11638418
922,A Tale of Chivalry! Zoro and Tonoyasu's Little Trip!,16,2,2020,8.0,https://www.imdb.com//title/tt11760504
923,A State of Emergency! Big Mom Closes in!,23,2,2020,8.2,https://www.imdb.com//title/tt11802324
924,The Capital in an Uproar! Another Assassin Targets Sanji!,15,3,2020,8.9,https://www.imdb.com//title/tt11849740
925,Dashing! The Righteous Soba Mask!,22,3,2020,9.0,https://www.imdb.com//title/tt11973196
926,Zettai Zetsumei - Kyoi no Orochi Oniwabanshu,29,3,2020,7.7,https://www.imdb.com//title/tt11973202
927,Shura-jo! Osoreru Daija Shogun Orochi,5,4,2020,7.5,https://www.imdb.com//title/tt11973210
928,The Flower Falls! The Final Moment of the Most Beautiful Woman in the Land of Wano!,12,4,2020,7.5,https://www.imdb.com//title/tt12111830
929,The Bond Between Prisoners! Luffy and Old Man Hyo!,19,4,2020,7.4,https://www.imdb.com//title/tt12163460
930,A Lead Performer! Queen the Plague Emerges!,28,6,2020,7.6,https://www.imdb.com//title/tt12174958
931,Goes up. Luffy's Desperate Escape!,5,7,2020,7.5,https://www.imdb.com//title/tt12653762
932,Dead or Alive! Queen's Sumo Inferno!,12,7,2020,7.8,https://www.imdb.com//title/tt12661116
933,Gyukimaru! Zoro Fights a Duel on Bandit's Bridge,19,7,2020,8.9,https://www.imdb.com//title/tt12734784
934,A Big Turnover! The Three-Sword Style Overcomes Danger!,26,7,2020,9.3,https://www.imdb.com//title/tt12773772
935,"Zoro, Stunned! The Shocking Identity of the Mysterious Woman!",2,8,2020,8.0,https://www.imdb.com//title/tt12780302
936,Get the Hang of It! The Land of Wano's Haki - Ryuo!,9,8,2020,7.8,https://www.imdb.com//title/tt12821948
937,Tonoyasu! Ebisu's most beloved!,16,8,2020,7.7,https://www.imdb.com//title/tt12913762
938,Shaking the nation. The identity of Ushimitsu Kozo,23,8,2020,7.6,https://www.imdb.com//title/tt12967064
939,The Straw Hats are running! Save the captive Tonoyasu,30,8,2020,8.8,https://www.imdb.com//title/tt13020782
940,Zoro's Fury! The Truth About the Smile!,6,9,2020,9.3,https://www.imdb.com//title/tt13021876
941,Toko's Tears! Orochi's Pitiless Bullets!,13,9,2020,9.1,https://www.imdb.com//title/tt13045964
